Tweet_Id,Tweet,Tweet_Değiştirilmiş,Tweet_Tarih,Kullanıcı_Id,Kullanıcı_Adı,Dil
1596406974849191936,"Putin, Ankara’daki CIA-Rus istihbaratı görüşmesini ele alacak https://t.co/ZG1ft7zrTu",Putin  Ankara daki CIA Rus istihbaratı görüşmesini ele alacak  ,2022-11-26 07:34:17+00:00,1090736950250749952,anhanews.com,tr
1596402887831216128,"Putin, Güvenlik Konseyi üyeleriyle Ankara'daki CIA-Rus istihbaratı görüşmesini ele alacak https://t.co/SwdiQf0LXh",Putin  Güvenlik Konseyi üyeleriyle Ankara daki CIA Rus istihbaratı görüşmesini ele alacak  ,2022-11-26 07:18:02+00:00,790943083479330816,Şarkul Avsat Türkçe,tr
1596389279390760961,"Peki Maruf Güneş kimdir?

Ankara’lı iş insanı geçtiğimiz dönem Nihat Kırmızı ile Metin Öztürk’ün seçim ekibindeydi.… https://t.co/kGica6JafW",Peki Maruf Güneş kimdir   Ankara lı iş insanı geçtiğimiz dönem Nihat Kırmızı ile Metin Öztürk ün seçim ekibindeydi   ,2022-11-26 06:23:58+00:00,1269528984049594368,Taktik Mania,tr
1596364165354061824,HOLDING PATTERN ALERT : At time Sat Nov 26 04:42:16 2022 #THY8HX was likely to be holding at FL127 18nm from ZIR Ak… https://t.co/5eDjXDbXLV,HOLDING PATTERN ALERT   At time Sat Nov         was likely to be holding at FL   nm from ZIR Ak   ,2022-11-26 04:44:10+00:00,892059375426297858,Radarspotters Assistant,tr
1596359856453308417,HOLDING PATTERN ALERT : At time Sat Nov 26 04:22:52 2022 #PGT3ZL was likely to be holding at FL225 12nm from BEY Be… https://t.co/AMdQ7rNBOS,HOLDING PATTERN ALERT   At time Sat Nov         was likely to be holding at FL   nm from BEY Be   ,2022-11-26 04:27:03+00:00,892059375426297858,Radarspotters Assistant,tr
1596345355712749568,@BasibosTehlike @AkpartiAnkara Erkin Erdoğdu Ankara'da ikamet ediyor açık bir şekilde ülkemizde kaos yayarak insanl… https://t.co/Nf9VOmXdpX,    Erkin Erdoğdu Ankara da ikamet ediyor açık bir şekilde ülkemizde kaos yayarak insanl   ,2022-11-26 03:29:26+00:00,333906557,Usan Ezen⚙️,tr
1596290505155006470,"@ankara_cevirme Fark ettiyseniz müzik değişiyor, muhtemelen yola bakacağına hangi müziği açsam diye radyoya veya ha… https://t.co/ODdkkRA8D7",  Fark ettiyseniz müzik değişiyor  muhtemelen yola bakacağına hangi müziği açsam diye radyoya veya ha   ,2022-11-25 23:51:28+00:00,1269610088198782976,Charles,tr
1596274479428141058,@ankara_cevirme solda ne işin var senin amk çocugu milletin gününü mahvetmişsin,  solda ne işin var senin amk çocugu milletin gününü mahvetmişsin,2022-11-25 22:47:47+00:00,164036800,Erno Nemecek,tr
1596274013730373632,@ziraatci672 Ankara güzel bi yer mi sizce...,  Ankara güzel bi yer mi sizce ,2022-11-25 22:45:56+00:00,1335633651124621314,MİNİK KUŞLAR 3🕊NESLİHAN DOĞAN,tr
1596269047112298496,@ankara_cevirme mal amına kodugum iyi bari kimsenin başına bela olmamış,  mal amına kodugum iyi bari kimsenin başına bela olmamış,2022-11-25 22:26:12+00:00,164036800,Erno Nemecek,tr
1596268106892345345,@kontrpiyee @AliHaydarBaara1 @epikmessianlari ya şöyle ankara messi gibi bir gol atsa yeter turnuvadan elense de olur,      ya şöyle ankara messi gibi bir gol atsa yeter turnuvadan elense de olur,2022-11-25 22:22:28+00:00,1466486855998791683,KartHoroz,tr
1596259885204885504,"@radonsider2 @rmalpsoy @eksiozgur @KGM0673 @Keremhok @unrealprods Kesinlikle haklısınız,siyasi olarak bir çok olay… https://t.co/2if2V9qfRS",            Kesinlikle haklısınız siyasi olarak bir çok olay   ,2022-11-25 21:49:48+00:00,1556452677051097089,DaarioNaharis,tr
1596258986055331840,@OsmanEmirhan42 @Aye80873379 @WalterS55524852 @PawGuardsTr Ankara Sincan'dayım bekliyorum gel amın oğlu,        Ankara Sincan dayım bekliyorum gel amın oğlu,2022-11-25 21:46:13+00:00,957325139288477696,Sn. Kai Leno Hocaefendi,tr
1596256822541045760,@2727mmg2727 Ağam gelelim neredeysen şura de hemen gelelim millet düğün konvoyu yapıyor maçlarda konvoy yapıyor.Biz… https://t.co/CC6hs4At8T,  Ağam gelelim neredeysen şura de hemen gelelim millet düğün konvoyu yapıyor maçlarda konvoy yapıyor Biz   ,2022-11-25 21:37:38+00:00,1488971957051793408,serdar eraslan,tr
1596255644352323586,MANOEUVRING ALERT : At time Fri Nov 25 21:23:13 2022 #SXS7UF   was likely to be manoeuvring at FL78 13nm from ZIR A… https://t.co/HPNf1YoJwd,MANOEUVRING ALERT   At time Fri Nov           was likely to be manoeuvring at FL   nm from ZIR A   ,2022-11-25 21:32:57+00:00,892059375426297858,Radarspotters Assistant,tr
1596255603420192768,MANOEUVRING ALERT : At time Fri Nov 25 21:23:13 2022 #SXS7UF   was likely to be manoeuvring at FL78 13nm from ZIR A… https://t.co/OyCgGOFbAk,MANOEUVRING ALERT   At time Fri Nov           was likely to be manoeuvring at FL   nm from ZIR A   ,2022-11-25 21:32:47+00:00,892059375426297858,Radarspotters Assistant,tr
1596255385798987776,@EfsaneFenerli75 @usta4006 Ankara güzelse sebebi sizsiniz abi 😎,    Ankara güzelse sebebi sizsiniz abi 😎,2022-11-25 21:31:55+00:00,1235519065529241602,Baris,tr
1596252715654721537,@usta4006 @EfsaneFenerli75 Ankara alev almış aga 😎,    Ankara alev almış aga 😎,2022-11-25 21:21:19+00:00,1235519065529241602,Baris,tr
1596251179159523329,Kendisi aç değil çünkü milyon dolarlık vurgun yaptı Ankara’da şimdilerde ise oğlu devralmış devam ediyor https://t.co/N1NpMYU7At,Kendisi aç değil çünkü milyon dolarlık vurgun yaptı Ankara da şimdilerde ise oğlu devralmış devam ediyor  ,2022-11-25 21:15:12+00:00,1452305859556651016,Ersin Sarigül,tr
1596246255553970177,Ankara-Konya Hayvan dostlarımıza yaşatılan işkencelere sebep olanlara ne diyeceğimi ne yazacağımı bilemiyorum bulam… https://t.co/fc8YLrmEf4,Ankara Konya Hayvan dostlarımıza yaşatılan işkencelere sebep olanlara ne diyeceğimi ne yazacağımı bilemiyorum bulam   ,2022-11-25 20:55:38+00:00,969856784344240128,betül,tr
1596237789053468673,"Kadınlar Ankara'da da ""25 Kasım Kadına Yönelik Şiddete Karşı Uluslararası Dayanışma ve Mücadele Günü'nde"" alanlara… https://t.co/ZweFBI2e3C",Kadınlar Ankara da da   Kasım Kadına Yönelik Şiddete Karşı Uluslararası Dayanışma ve Mücadele Günü nde  alanlara   ,2022-11-25 20:22:00+00:00,61020403,DW Türkçe,tr
1596232192979480577,Architecture Porn - Portakal Çiçeği Tower in Ankara Turkey https://t.co/MSgNm1H8KH,Architecture Porn   Portakal Çiçeği Tower in Ankara Turkey  ,2022-11-25 19:59:46+00:00,1490101383843909633,ArchitecturePorn,tr
1596228771140419584,"@nalandilora ""...Bir Ankara gazetesinde çıktı bunlar, üç sütun üstüne, kapkara haykıran puntolarla..."" küçük bir kolay gelsin yorumu.",   Bir Ankara gazetesinde çıktı bunlar  üç sütun üstüne  kapkara haykıran puntolarla  küçük bir kolay gelsin yorumu ,2022-11-25 19:46:10+00:00,1688436020,Abdurrahim Ercan,tr
1596225092933283842,Ankara'daki kritik görüşme sona erdi! Teröristlerin iadesi istendi https://t.co/xRVIY3WQ0F #turkish #turkey #istanbul,Ankara daki kritik görüşme sona erdi  Teröristlerin iadesi istendi        ,2022-11-25 19:31:33+00:00,1104300132915396610,Turkish.co.uk,tr
1596208117720793089,@B_Ali6241's account has been withheld in Turkey in response to a legal demand. Learn more.,  s account has been withheld in Turkey in response to a legal demand  Learn more ,2022-11-25 18:24:06+00:00,1585351782833717266,,tr
1596207926791884801,"SELAM,
YENİ YAZIM: ANKARA’NIN  HAVA OPERASYONU VE SURİYE STRATEJİSİNİN  ÇÖKÜŞÜ
https://t.co/Ht4G5rXVHH… https://t.co/sWU7nxPC5a",SELAM  YENİ YAZIM  ANKARA NIN  HAVA OPERASYONU VE SURİYE STRATEJİSİNİN  ÇÖKÜŞÜ     ,2022-11-25 18:23:20+00:00,346656177,Mustafa Peköz,tr
1596207290230644736,"SELAM,
YENİ YAZIM: ANKARA’NIN  HAVA OPERASYONU VE SURİYE STRATEJİSİNİN  ÇÖKÜŞÜ
https://t.co/Ht4G5rXVHH @OyaErsoy… https://t.co/aYgG74ZRuE",SELAM  YENİ YAZIM  ANKARA NIN  HAVA OPERASYONU VE SURİYE STRATEJİSİNİN  ÇÖKÜŞÜ       ,2022-11-25 18:20:48+00:00,346656177,Mustafa Peköz,tr
1596206154073399298,"SELAM,
YENİ YAZIM: ANKARA’NIN  HAVA OPERASYONU VE SURİYE STRATEJİSİNİN  ÇÖKÜŞÜ
https://t.co/Ht4G5rXVHH… https://t.co/wiGCbcdDV3",SELAM  YENİ YAZIM  ANKARA NIN  HAVA OPERASYONU VE SURİYE STRATEJİSİNİN  ÇÖKÜŞÜ     ,2022-11-25 18:16:17+00:00,346656177,Mustafa Peköz,tr
1596205829312507904,"Eczacılar pazar günü Ankara'da miting yapmayı planlıyor

Kendi sıkıntılarının çözülmemesinin, vatandaşlara yansıyac… https://t.co/aq8bevKpW4",Eczacılar pazar günü Ankara da miting yapmayı planlıyor  Kendi sıkıntılarının çözülmemesinin  vatandaşlara yansıyac   ,2022-11-25 18:15:00+00:00,61020403,DW Türkçe,tr
1596205072584945664,"SELAM,
YENİ YAZIM: ANKARA’NIN  HAVA OPERASYONU VE SURİYE STRATEJİSİNİN  ÇÖKÜŞÜ
https://t.co/Ht4G5rYtxf… https://t.co/9LT5cs0JRG",SELAM  YENİ YAZIM  ANKARA NIN  HAVA OPERASYONU VE SURİYE STRATEJİSİNİN  ÇÖKÜŞÜ     ,2022-11-25 18:12:00+00:00,346656177,Mustafa Peköz,tr
1596203393164386306,Alalım Ankara'da ki dostlara şeker meker kandil simidi https://t.co/IC75lXmm1b,Alalım Ankara da ki dostlara şeker meker kandil simidi  ,2022-11-25 18:05:19+00:00,1414264507363381253,FURY,tr
1596194927498915840,@ankara_cevirme Madem konmayı bilmiyorsun neden uçuyorsun,  Madem konmayı bilmiyorsun neden uçuyorsun,2022-11-25 17:31:41+00:00,1298614307270295552,Mr. Penguin,tr
1596184550320865284,"@biolemedikk -eski mhpli olduğu için kürt oylarının çoğu erdoğan'a gider
-karadenizli olmadığı için karadeniz'de üs… https://t.co/R3bLZ4RRbT",   eski mhpli olduğu için kürt oylarının çoğu erdoğan a gider  karadenizli olmadığı için karadeniz de üs   ,2022-11-25 16:50:27+00:00,939876926751232001,Josep 🇧🇷,tr
1596179260313567232,"@mrtymr @ArsivUnutmaz Valla belediye iscilerini dovduren imamoglu

Istanbul ankara kasasini bosaltanlarda ayni partiden",    Valla belediye iscilerini dovduren imamoglu  Istanbul ankara kasasini bosaltanlarda ayni partiden,2022-11-25 16:29:25+00:00,177906834,Mustafa Aygüzer,tr
1596173366318202882,Ankara Mamak'ta yaşanan hayvan katliamı sonrası Mamak Belediye Başkanı Murat Köse istifa etmelidir. Etik olan budur… https://t.co/hxr3xISBfi,Ankara Mamak ta yaşanan hayvan katliamı sonrası Mamak Belediye Başkanı Murat Köse istifa etmelidir  Etik olan budur   ,2022-11-25 16:06:00+00:00,1131675579932192768,Muharrem KILIÇ,tr
1596167018260070403,"@ankarabarosu Gözlerim yaşardı..
Keşke aynı hassasiyeti Ankara emniyetinin duvarlarını kanlarıyla boyayan işkence m… https://t.co/XuhrogHHop",  Gözlerim yaşardı  Keşke aynı hassasiyeti Ankara emniyetinin duvarlarını kanlarıyla boyayan işkence m   ,2022-11-25 15:40:47+00:00,403855057,Fehmi ACAT (Yeni),tr
1596166604894924800,@odatv Aynen zaten Ankara’ya yağmur yağmamasının sebebi de kafir zındıklardan dolayı,  Aynen zaten Ankara ya yağmur yağmamasının sebebi de kafir zındıklardan dolayı,2022-11-25 15:39:08+00:00,751427216,Indestructible,tr
1596154692467400704,Ankara Üniversitesi bahçesinde düzenlenen 25 Kasım Kadına Yönelik Şiddete Karşı Uluslararası Mücadele Günü etkinliğ… https://t.co/LqXp0NUOBs,Ankara Üniversitesi bahçesinde düzenlenen   Kasım Kadına Yönelik Şiddete Karşı Uluslararası Mücadele Günü etkinliğ   ,2022-11-25 14:51:48+00:00,1143412342509723648,Mahir Üzmez,tr
1596152496984326149,@Veysele46439551 @senkimsinya_RTE Kör gördü sen hala görmedin adamlar bakan paylaşımı yapıyor sen görüşmüyorlar diy… https://t.co/wbvF0HlWKz,    Kör gördü sen hala görmedin adamlar bakan paylaşımı yapıyor sen görüşmüyorlar diy   ,2022-11-25 14:43:05+00:00,1481544852638777345,AKkartal38,tr
1596138901558611969,@barkinsahin @yucesoymehmet @kenangoll @tcsavunma 7-Orta Doğu Teknik Üniversitesi’nde Bilgisayar Programlama ve Ank… https://t.co/BJIub0BzVa,         Orta Doğu Teknik Üniversitesi nde Bilgisayar Programlama ve Ank   ,2022-11-25 13:49:03+00:00,1543845155769384960,Kurtalan Canpolat,tr
1596127854990950400,@kederekeyif @fatih Ankara’ya dair bir çirkinlik bu. Başka yerde göremezsin.,    Ankara ya dair bir çirkinlik bu  Başka yerde göremezsin ,2022-11-25 13:05:09+00:00,327637733,a'postrof,tr
1596119857434882049,Ankara dolmuşçuları ne yaşıyor ya abi arkadaşımı unuttun diyo çocuk  banane la diyo BANENAĞ MIII,Ankara dolmuşçuları ne yaşıyor ya abi arkadaşımı unuttun diyo çocuk  banane la diyo BANENAĞ MIII,2022-11-25 12:33:23+00:00,1421966254211047424,yümüş,tr
1596119666858262531,"Seçim için para muslukları akmaya başladı..

Türkiye ile Katar arasında 10 milyar dolar kaynak sağlanması için yapı… https://t.co/rq3lzQP2Ai",Seçim için para muslukları akmaya başladı   Türkiye ile Katar arasında   milyar dolar kaynak sağlanması için yapı   ,2022-11-25 12:32:37+00:00,3306469761,Yavuz Özcan,tr
1596119524109352962,🔥 SMA hastası Berinay’ın Dubai’deki tedavisi yarım kaldı!: Ankara’da Zehra ve Burak Özkesemen çiftinin Spinal Musku… https://t.co/LgKsG3gL8p,🔥 SMA hastası Berinay ın Dubai deki tedavisi yarım kaldı  Ankara da Zehra ve Burak Özkesemen çiftinin Spinal Musku   ,2022-11-25 12:32:03+00:00,973432304336101376,TR TUBE,tr
1596116016027021312,"🔥 CHP’li Taşçıer: Samimiyseler hemen kanunlaştıralım: CHP Ankara Milletvekili Gamze Taşcıer, “Bugün Türkiye’de kadı… https://t.co/ZOLvi1cmZf",🔥 CHP li Taşçıer  Samimiyseler hemen kanunlaştıralım  CHP Ankara Milletvekili Gamze Taşcıer   Bugün Türkiye de kadı   ,2022-11-25 12:18:07+00:00,973432304336101376,TR TUBE,tr
1596114259376840706,Ankara’da 10 katlı binanın çatısında yangın; 8 kişi dumandan etkilendi https://t.co/F6QIVVG8ka,Ankara da   katlı binanın çatısında yangın    kişi dumandan etkilendi  ,2022-11-25 12:11:08+00:00,315916155,Multi TV,tr
1596111105868587008,@AsosyaIIKadin Adres: Ankara Bend deresi,  Adres  Ankara Bend deresi,2022-11-25 11:58:36+00:00,801448911600816131,Mehmet Taşkaya🇹🇷🇹🇷🇹🇷,tr
1596106562258731008,🔥 AKP’li belediyenin aracından korkunç görüntüler! “Kan revan içinde 2 ölmüş hayvan vardı”: Ankara’da AKP’li Mamak… https://t.co/o1C3tSm6Ok,🔥 AKP li belediyenin aracından korkunç görüntüler   Kan revan içinde   ölmüş hayvan vardı  Ankara da AKP li Mamak   ,2022-11-25 11:40:33+00:00,973432304336101376,TR TUBE,tr
1596105320920653825,"@sayanmurat11 @SuatSeven10 @HayriHicler Peki sen neyi anlamiyorsun?
TFF "" hayir, Bolgeselden hak kazanip , Milli ku… https://t.co/Y8scboM1zP",      Peki sen neyi anlamiyorsun  TFF   hayir  Bolgeselden hak kazanip   Milli ku   ,2022-11-25 11:35:37+00:00,2377450450,Caryus #HakliydikKazandik,tr
1596092442734125056,@utkutalhq @vsvstrex @davut_guloglu61 @haskologlu Kismen haklisin sadece. Objektif bir hakikat vardir. Baskent Anka… https://t.co/bwOzcgb9z6,        Kismen haklisin sadece  Objektif bir hakikat vardir  Baskent Anka   ,2022-11-25 10:44:26+00:00,406942984,fnr,tr
1596089829397348352,@tele1comtr Burası hipodrom Ankara hipodromuna benziyor,  Burası hipodrom Ankara hipodromuna benziyor,2022-11-25 10:34:03+00:00,1444904077834526720,Kralbenim,tr
1596087075966943233,🔥 KİPTAŞ Genel Müdürü: Bu enkazın altında her an kalabiliriz: İstanbul Büyükşehir Belediyesi (İBB) iştiraki KİPTAŞ… https://t.co/HMJISjRvdk,🔥 KİPTAŞ Genel Müdürü  Bu enkazın altında her an kalabiliriz  İstanbul Büyükşehir Belediyesi  İBB  iştiraki KİPTAŞ   ,2022-11-25 10:23:07+00:00,973432304336101376,TR TUBE,tr
1596085289323483136,"@shartavioglu Denizli benim memleketim , bir çok arazimiz var mirasçı akrabalar sağolsun hakkımızın üstüne yatıyorl… https://t.co/TnRBzr84ta",  Denizli benim memleketim   bir çok arazimiz var mirasçı akrabalar sağolsun hakkımızın üstüne yatıyorl   ,2022-11-25 10:16:01+00:00,324228031,saadet turkmen,tr
1596078739498356736,flörtüme ankara havası eşliğinde ritmik damga basan noterler videosu attım.......,flörtüme ankara havası eşliğinde ritmik damga basan noterler videosu attım ,2022-11-25 09:49:59+00:00,69731057,alpiboi varoluşsal shitshow,tr
1596072098136436736,Te allam ya 17 yasindaki kiz cocugunu alikoymak ve TeCavuz etmekten #ankara agir ceza da yargilanan Ilter demirel b… https://t.co/yBlYCJN6da,Te allam ya   yasindaki kiz cocugunu alikoymak ve TeCavuz etmekten   agir ceza da yargilanan Ilter demirel b   ,2022-11-25 09:23:36+00:00,1538995175149780992,Ayda JC✝️,tr
1596071294075748352,@kecisi_ankara @cumhuriyetgzt ya sen malmisin,    ya sen malmisin,2022-11-25 09:20:24+00:00,885236131662639104,lilll neyzZz 🍌❤️‍🩹🍭🌈❤️‍🔥,tr
1596067696709623808,🔥 13 yıla rağmen bitirilemedi maliyetini 12’ye katladı! Erdoğan 31 Mart 2019’daki yerel seçimlerden önce “Ramazan B… https://t.co/I6iAseJALG,🔥   yıla rağmen bitirilemedi maliyetini  ye katladı  Erdoğan   Mart  daki yerel seçimlerden önce  Ramazan B   ,2022-11-25 09:06:07+00:00,973432304336101376,TR TUBE,tr
1596066522304491520,@gokhansengun O adam yıllık net en az 200.000 USD kazanıyor. Bırak havasını atsin. Biz de Ankara'dakiler için çalış… https://t.co/JLpeuM72ni,  O adam yıllık net en az   USD kazanıyor  Bırak havasını atsin  Biz de Ankara dakiler için çalış   ,2022-11-25 09:01:27+00:00,1519616295574151168,muuood,tr
1596065161315491840,@ankara_kusu hocam peki erkeğe yönelik şiddete evet diyebilir miyiz bu durumda..,  hocam peki erkeğe yönelik şiddete evet diyebilir miyiz bu durumda ,2022-11-25 08:56:02+00:00,1407729799775375361,Onur Sargın,tr
1596058611494658048,"Ankara'da seçimin zamanında mı yoksa erken mi yapılacağı konuşuluyor

Cumhur İttifakı'nın Meclis'te erken seçim kar… https://t.co/jv8NYJWqUJ",Ankara da seçimin zamanında mı yoksa erken mi yapılacağı konuşuluyor  Cumhur İttifakı nın Meclis te erken seçim kar   ,2022-11-25 08:30:00+00:00,61020403,DW Türkçe,tr
1596055301643710465,@nitrixon0627 @cankayabelediye @GuvenliSokaklar 04 Aralık da Ankara Ulus meydan da buluşup sorunu çözeceğiz inşalla… https://t.co/dvgBuacMEg,        Aralık da Ankara Ulus meydan da buluşup sorunu çözeceğiz inşalla   ,2022-11-25 08:16:51+00:00,1562443982,Mr.Wish,tr
1596046187165286400,"#SonDakika 
Ankara Cumhuriyet Başsavcılığı, TTB Başkanı Şebnem Korur Fincancı hakkında ""Terör örgütü propagandası y… https://t.co/J1w0ei8CCQ",   Ankara Cumhuriyet Başsavcılığı  TTB Başkanı Şebnem Korur Fincancı hakkında  Terör örgütü propagandası y   ,2022-11-25 07:40:38+00:00,61020403,DW Türkçe,tr
1596043034239852544,"Bugünkü yazı

Ankara'nın planı, Batı'nın hesabı https://t.co/YC3cTTxJJG",Bugünkü yazı  Ankara nın planı  Batı nın hesabı  ,2022-11-25 07:28:07+00:00,364475911,Yücel ÖZDEMIR,tr
1596041644163436553,"@Cemrebirand1 Bence en acısı, verilen hediyeye göre, öğrencisine ve velisine ayrımcılık yapan öğretmenler de var.… https://t.co/NIOnAowrTP",  Bence en acısı  verilen hediyeye göre  öğrencisine ve velisine ayrımcılık yapan öğretmenler de var   ,2022-11-25 07:22:35+00:00,1231465695269081089,Meraklı,tr
1595927210883682304,"Royal Albert Hall muhtesem oditoryum. Burada Zulfu'den ""Karli Kayin Ormani""ni dinlerken, hafizam beni '77'ye, Ankar… https://t.co/ItZRmKkV6n",Royal Albert Hall muhtesem oditoryum  Burada Zulfu den  Karli Kayin Ormani ni dinlerken  hafizam beni  ye  Ankar   ,2022-11-24 23:47:52+00:00,712321436,osmanakinhay,tr
1595922905648582656,Suriye Devlet Başkanı Beşar Esad'ın danışmanı Buseyna Şaban'dan Ankara'nın hava saldırılarına tepki geldi: Hiçbir ü… https://t.co/ztVIJFoFtu,Suriye Devlet Başkanı Beşar Esad ın danışmanı Buseyna Şaban dan Ankara nın hava saldırılarına tepki geldi  Hiçbir ü   ,2022-11-24 23:30:46+00:00,250107520,Rachel Hebun Özdemir,tr
1595915702363643905,"Köpeklere toplu kıyımlar yapılıyor. Çözümün bu mu Türkiye? , Konya? , Ankara? Bu işin karması var kalbi var vicdanı… https://t.co/fuHk1dwZ5v",Köpeklere toplu kıyımlar yapılıyor  Çözümün bu mu Türkiye    Konya    Ankara  Bu işin karması var kalbi var vicdanı   ,2022-11-24 23:02:08+00:00,925709513340178432,YaseminTürkoğlu,tr
1595913476031283200,@HAYBAPFERDINAND @mansuryavas06 @MamakBelediyesi @ankarabbld Belediyelerinizi denetleyemiyorsaniz siz de bizim başk… https://t.co/8HN7VPnxb5,        Belediyelerinizi denetleyemiyorsaniz siz de bizim başk   ,2022-11-24 22:53:17+00:00,950489492477173760,kübra the dissident,tr
1595908743555858432,"(Eski adı Ankara Merkez İmam Hatip Lisesi)
Tevfik İleri İmam Hatip Lisesi'nde aynı dönemde okuduğumuz Sayın Mustafa… https://t.co/x1AqnbiuHj", Eski adı Ankara Merkez İmam Hatip Lisesi  Tevfik İleri İmam Hatip Lisesi nde aynı dönemde okuduğumuz Sayın Mustafa   ,2022-11-24 22:34:29+00:00,1131675579932192768,Muharrem KILIÇ,tr
1595908054901747712,"yağmur yağıyor, cam açık ve konum ankara.. nasıl özlenmis",yağmur yağıyor  cam açık ve konum ankara  nasıl özlenmis,2022-11-24 22:31:45+00:00,1569738113056133120,hilal ﺦ,tr
1595901426005602304,"Konya, Ankara‘da yapilan hayvan katliamlarina sevinen, destek veren herkesin acilar icinde gebermesini diliyorum !… https://t.co/X0QIa3enjb",Konya  Ankara‘da yapilan hayvan katliamlarina sevinen  destek veren herkesin acilar icinde gebermesini diliyorum    ,2022-11-24 22:05:25+00:00,124002873,spacemonkey,tr
1595895710976819201,HOLDING PATTERN ALERT : At time Thu Nov 24 21:40:47 2022 #THY4JH was likely to be holding at FL171 8nm from BEY Bey… https://t.co/mteUp3YaTD,HOLDING PATTERN ALERT   At time Thu Nov         was likely to be holding at FL   nm from BEY Bey   ,2022-11-24 21:42:42+00:00,892059375426297858,Radarspotters Assistant,tr
1595884768545087492,@hakim_komite @hilalgungorr @MamakBelediyesi @mansuryavas06 başkanım sizi seviyoruz ama neden mamak yıllardır bu şe… https://t.co/SP4bjineJY,        başkanım sizi seviyoruz ama neden mamak yıllardır bu şe   ,2022-11-24 20:59:13+00:00,950489492477173760,kübra the dissident,tr
1595873010820567040,Ankara meclis üyesi Metin Aydemir: “Bu rakamlarda yanlışlık varsa ben namussuzum.” dedi ve oldu😉 https://t.co/eJBgKHSzw1,Ankara meclis üyesi Metin Aydemir   Bu rakamlarda yanlışlık varsa ben namussuzum  dedi ve oldu😉  ,2022-11-24 20:12:30+00:00,1570764863596535809,VARTOLU,tr
1595869607197544449,@__Asligibidir__ @mehmetguner21 @cerensuii @pusholder Lan sen kimsin sana laf yetiştirmeye çalışacağım? Ankara'nın varoşu. Kaybol.,        Lan sen kimsin sana laf yetiştirmeye çalışacağım  Ankara nın varoşu  Kaybol ,2022-11-24 19:58:58+00:00,1489530048029810690,×,tr
1595868404795478017,@__Asligibidir__ @mehmetguner21 @cerensuii @pusholder Gerçekten Ankara'da yaşayan biri için fazlasını beklememeliydim.,        Gerçekten Ankara da yaşayan biri için fazlasını beklememeliydim ,2022-11-24 19:54:12+00:00,1489530048029810690,×,tr
1595863588358717440,"🔥 Belediyenin ‘küpeli’ köpeği götürmesine engel olmaya çalışan avukatlar darbedildi: Mamak Belediyesi ekipleri, sok… https://t.co/nglch8MO1g",🔥 Belediyenin ‘küpeli  köpeği götürmesine engel olmaya çalışan avukatlar darbedildi  Mamak Belediyesi ekipleri  sok   ,2022-11-24 19:35:03+00:00,973432304336101376,TR TUBE,tr
1595856142273597446,@Eytader_ilkeray Ortak platform başkanları sizden staj sigortası mağdurları konusunda iyi dilek ve temenniler istem… https://t.co/BW8LFbXN5m,  Ortak platform başkanları sizden staj sigortası mağdurları konusunda iyi dilek ve temenniler istem   ,2022-11-24 19:05:28+00:00,1130581756711702528,Yeşil Zeytin ,tr
1595853901324247041,"Ankara’da Gönül Adamlarının buluşma yeri Tiryaki Cafe’de
İYİ parti kurucular k.üyesi Eski Ülkü Ocakları G.bşk.İYİ p… https://t.co/eeA0ROKou4",Ankara da Gönül Adamlarının buluşma yeri Tiryaki Cafe de İYİ parti kurucular k üyesi Eski Ülkü Ocakları G bşk İYİ p   ,2022-11-24 18:56:34+00:00,4322309415,Sait Özcan,tr
1595850551878631425,@gorkemc6 @Maviturkk eğer olaya asfalt ve su olarak bakıyorsan sana cevabım biz sene 99 larda abilerimle kavga eder… https://t.co/bPHkMwChVS,    eğer olaya asfalt ve su olarak bakıyorsan sana cevabım biz sene   larda abilerimle kavga eder   ,2022-11-24 18:43:15+00:00,455576513,taner arslan,tr
1595848708381642752,Ankara'yla bozuşuruz...,Ankara yla bozuşuruz ,2022-11-24 18:35:56+00:00,1329689782742634496,MURPHY'S WORLD,tr
1595842419681026054,"@ArrozZ7 @yakaroglu28 @medyahabertvv Pic kurusu, ankara bombacisi pyd süriyeli olarak girdi! Sonrada süriyede pkk b… https://t.co/zpkaLGIWw6",      Pic kurusu  ankara bombacisi pyd süriyeli olarak girdi  Sonrada süriyede pkk b   ,2022-11-24 18:10:56+00:00,1553353579,Elmaestro,tr
1595841982651326467,@IAMSEEWAY @ankara_kusu Sen git porno izle aq abazasi,    Sen git porno izle aq abazasi,2022-11-24 18:09:12+00:00,1594019386389630976,Levko,tr
1595841796222885889,@sedkaz8 @ankara_kusu Paraniz var mi o kadar?,    Paraniz var mi o kadar ,2022-11-24 18:08:28+00:00,1594019386389630976,Levko,tr
1595841212132605953,@ankara_kusu Erdoğan da son 24 yılda en yüksek enflasyonla ülke yöneten başkan oldu.,  Erdoğan da son   yılda en yüksek enflasyonla ülke yöneten başkan oldu ,2022-11-24 18:06:08+00:00,1570764863596535809,VARTOLU,tr
1595839952167763974,Şam ve Ankara arasındaki yakınlaşma ihtimali Suriye'deki Kürt grupları nasıl etkiler? https://t.co/3YPaUkNpFi,Şam ve Ankara arasındaki yakınlaşma ihtimali Suriye deki Kürt grupları nasıl etkiler   ,2022-11-24 18:01:08+00:00,284067212,euronews Türkçe,tr
